activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,18744099,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)cc1,,,CHEMBL4261534,MedChemComm,2017,"{'bei': '12.87', 'le': '0.26', 'lle': '2.29', 'sei': '6.74'}",CHEMBL4292355,,CHEMBL4292355,5.10,False,http://www.openphacts.org/units/Nanomolar,3114324,=,1,True,=,,IC50,nM,,7910.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,7.91
,18744100,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,COc1cccc(/C=C2\SC(=S)NC2=O)c1OCN1C(=O)c2ccccc2C1=O,,,CHEMBL4261534,MedChemComm,2017,,CHEMBL4292747,,CHEMBL4292747,,False,http://www.openphacts.org/units/Nanomolar,3114325,>,1,True,>,,IC50,nM,,100000.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,100.0
,18744101,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,COc1cc(/C=C2\SC(=S)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O,,,CHEMBL4261534,MedChemComm,2017,"{'bei': '9.64', 'le': '0.19', 'lle': '1.57', 'sei': '4.67'}",CHEMBL4282143,,CHEMBL4282143,4.40,False,http://www.openphacts.org/units/Nanomolar,3114326,=,1,True,=,,IC50,nM,,39810.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,39.81
,18744102,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1,,,CHEMBL4261534,MedChemComm,2017,"{'bei': '11.74', 'le': '0.24', 'lle': '2.46', 'sei': '4.36'}",CHEMBL4294091,,CHEMBL4294091,5.18,False,http://www.openphacts.org/units/Nanomolar,3114327,=,1,True,=,,IC50,nM,,6590.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,6.59
,18744103,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,O=C1NC(=S)S/C1=C\c1cc(Cl)ccc1OCN1C(=O)c2ccccc2C1=O,,,CHEMBL4261534,MedChemComm,2017,"{'bei': '10.35', 'le': '0.22', 'lle': '1.00', 'sei': '5.89'}",CHEMBL4286187,,CHEMBL4286187,4.46,False,http://www.openphacts.org/units/Nanomolar,3114328,=,1,True,=,,IC50,nM,,34820.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,34.82
,18744104,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,O=C1NC(=S)S/C1=C\c1cc([N+](=O)[O-])ccc1OCN1C(=O)c2ccccc2C1=O,,,CHEMBL4261534,MedChemComm,2017,"{'bei': '10.07', 'le': '0.20', 'lle': '1.73', 'sei': '3.74'}",CHEMBL4278947,,CHEMBL4278947,4.45,False,http://www.openphacts.org/units/Nanomolar,3114329,=,1,True,=,,IC50,nM,,35790.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,35.79
,18744105,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c(Cl)c1,,,CHEMBL4261534,MedChemComm,2017,"{'bei': '12.22', 'le': '0.26', 'lle': '1.80', 'sei': '6.95'}",CHEMBL4289618,,CHEMBL4289618,5.26,False,http://www.openphacts.org/units/Nanomolar,3114330,=,1,True,=,,IC50,nM,,5440.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,5.44
,18744106,[],CHEMBL4262741,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl alpha-D-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric method,B,,,BAO_0000190,BAO_0000224,protein format,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4261534,MedChemComm,2017,,CHEMBL404271,ACARBOSE,CHEMBL404271,3.09,True,http://www.openphacts.org/units/Nanomolar,3114331,=,1,True,=,,IC50,nM,,817380.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,817.38
,18811647,[],CHEMBL4276020,Inhibition of alpha-glucosidase derived from human peripheral blood mononuclear cell lysate using 4-methylumbelliferyl alpha-D-glucopyranoside as substrate after 2 hrs by fluorescence analysis,B,,,BAO_0000190,BAO_0000019,assay format,CCCCC[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,,,CHEMBL4270653,Bioorg Med Chem,2018,,CHEMBL4085739,,CHEMBL4085739,,False,http://www.openphacts.org/units/Nanomolar,3125594,>,1,True,>,,IC50,nM,,100000.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,nM,UO_0000065,,100000.0
,18811648,[],CHEMBL4276020,Inhibition of alpha-glucosidase derived from human peripheral blood mononuclear cell lysate using 4-methylumbelliferyl alpha-D-glucopyranoside as substrate after 2 hrs by fluorescence analysis,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,,,CHEMBL4270653,Bioorg Med Chem,2018,,CHEMBL4281031,,CHEMBL4281031,,False,http://www.openphacts.org/units/Nanomolar,3125595,>,1,True,>,,IC50,nM,,100000.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,nM,UO_0000065,,100000.0
,18811649,[],CHEMBL4276020,Inhibition of alpha-glucosidase derived from human peripheral blood mononuclear cell lysate using 4-methylumbelliferyl alpha-D-glucopyranoside as substrate after 2 hrs by fluorescence analysis,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCC[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,,,CHEMBL4270653,Bioorg Med Chem,2018,,CHEMBL4288931,,CHEMBL4288931,,False,http://www.openphacts.org/units/Nanomolar,3125596,>,1,True,>,,IC50,nM,,100000.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,nM,UO_0000065,,100000.0
Not Determined,18811650,[],CHEMBL4276020,Inhibition of alpha-glucosidase derived from human peripheral blood mononuclear cell lysate using 4-methylumbelliferyl alpha-D-glucopyranoside as substrate after 2 hrs by fluorescence analysis,B,,,BAO_0000190,BAO_0000019,assay format,OC[C@@H]1[C@H](O)[C@H](O)CN[C@@H]1CCc1ccccc1,,,CHEMBL4270653,Bioorg Med Chem,2018,,CHEMBL4284436,,CHEMBL4284436,,False,,3125597,,1,False,,,IC50,,,,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,,,,
Not Determined,18811651,[],CHEMBL4276020,Inhibition of alpha-glucosidase derived from human peripheral blood mononuclear cell lysate using 4-methylumbelliferyl alpha-D-glucopyranoside as substrate after 2 hrs by fluorescence analysis,B,,,BAO_0000190,BAO_0000019,assay format,OC[C@H]1CNC[C@@H](O)[C@@H]1O,,,CHEMBL4270653,Bioorg Med Chem,2018,,CHEMBL206468,AFEGOSTAT,CHEMBL206468,,False,,3125598,,1,False,,,IC50,,,,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,,,,
,18849935,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(NC(c4ccc(F)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3ccc(F)cc3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.80', 'le': '0.17', 'lle': '-2.72', 'sei': '4.89'}",CHEMBL4538427,,CHEMBL4538427,7.16,False,http://www.openphacts.org/units/Nanomolar,3146508,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849936,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(-c4ccc(NC(c5ccc(Cl)cc5)n5nc(-c6cc7ccccc7oc6=O)oc5=S)cc4)cc3)c3ccc(Cl)cc3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.76', 'le': '0.15', 'lle': '-5.41', 'sei': '4.89'}",CHEMBL4574481,,CHEMBL4574481,7.16,False,http://www.openphacts.org/units/Nanomolar,3146517,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849937,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(-c4ccc(NC(c5ccc(Br)cc5)n5nc(-c6cc7ccccc7oc6=O)oc5=S)cc4)cc3)c3ccc(Br)cc3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.08', 'le': None, 'lle': None, 'sei': None}",CHEMBL4552230,,CHEMBL4552230,7.16,False,http://www.openphacts.org/units/Nanomolar,3146518,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849938,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(-c4ccc(NC(c5ccc([N+](=O)[O-])cc5)n5nc(-c6cc7ccccc7oc6=O)oc5=S)cc4)cc3)c3ccc([N+](=O)[O-])cc3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.59', 'le': '0.14', 'lle': '-3.92', 'sei': '3.07'}",CHEMBL4451108,,CHEMBL4451108,7.16,False,http://www.openphacts.org/units/Nanomolar,3146519,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849939,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(-c4ccc(NC(c5cccc(Cl)c5)n5nc(-c6cc7ccccc7oc6=O)oc5=S)cc4)cc3)c3cccc(Cl)c3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.76', 'le': '0.15', 'lle': '-5.41', 'sei': '4.89'}",CHEMBL4461780,,CHEMBL4461780,7.16,False,http://www.openphacts.org/units/Nanomolar,3146520,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849940,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(-c4ccc(NC(c5cccc(Br)c5)n5nc(-c6cc7ccccc7oc6=O)oc5=S)cc4)cc3)c3cccc(Br)c3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.08', 'le': None, 'lle': None, 'sei': None}",CHEMBL4466971,,CHEMBL4466971,7.16,False,http://www.openphacts.org/units/Nanomolar,3146521,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849941,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(-c4ccc(NC(c5ccc(Cl)cc5Cl)n5nc(-c6cc7ccccc7oc6=O)oc5=S)cc4)cc3)c3ccc(Cl)cc3Cl)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.22', 'le': '0.15', 'lle': '-6.72', 'sei': '4.89'}",CHEMBL4448033,,CHEMBL4448033,7.16,False,http://www.openphacts.org/units/Nanomolar,3146522,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849942,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(Nc2ccc(-c3ccc(NC(c4ccc(C)cc4)n4nc(-c5cc(=O)oc6ccccc56)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.12', 'le': '0.15', 'lle': '-4.72', 'sei': '4.89'}",CHEMBL4448529,,CHEMBL4448529,7.16,False,http://www.openphacts.org/units/Nanomolar,3146523,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849943,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,CN(C)c1ccc(C(Nc2ccc(-c3ccc(NC(c4ccc(N(C)C)cc4)n4nc(-c5cc(=O)oc6ccccc56)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.62', 'le': '0.14', 'lle': '-4.24', 'sei': '4.68'}",CHEMBL4467305,,CHEMBL4467305,7.16,False,http://www.openphacts.org/units/Nanomolar,3146524,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849944,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,COc1cccc(C(Nc2ccc(-c3ccc(NC(c4cccc(OC)c4)n4nc(-c5cc(=O)oc6ccccc56)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)c1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.84', 'le': '0.15', 'lle': '-4.12', 'sei': '4.34'}",CHEMBL4461882,,CHEMBL4461882,7.16,False,http://www.openphacts.org/units/Nanomolar,3146525,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849945,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4ccc(Cl)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2ccc(Cl)cc2)c(=S)o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.63', 'le': '0.15', 'lle': '-5.54', 'sei': '4.60'}",CHEMBL4464119,,CHEMBL4464119,7.16,False,http://www.openphacts.org/units/Nanomolar,3146526,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849946,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(NC(c4ccc(Cl)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3ccc(Cl)cc3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.46', 'le': '0.17', 'lle': '-3.75', 'sei': '4.89'}",CHEMBL4449167,,CHEMBL4449167,7.16,False,http://www.openphacts.org/units/Nanomolar,3146509,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849947,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4ccc(Br)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2ccc(Br)cc2)c(=S)o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '6.97', 'le': None, 'lle': None, 'sei': None}",CHEMBL4549137,,CHEMBL4549137,7.16,False,http://www.openphacts.org/units/Nanomolar,3146527,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849948,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4ccc([N+](=O)[O-])cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2ccc([N+](=O)[O-])cc2)c(=S)o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.46', 'le': '0.14', 'lle': '-4.05', 'sei': '2.96'}",CHEMBL4468520,,CHEMBL4468520,7.16,False,http://www.openphacts.org/units/Nanomolar,3146528,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849949,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4ccc(Cl)cc4Cl)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2ccc(Cl)cc2Cl)c(=S)o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.11', 'le': None, 'lle': None, 'sei': None}",CHEMBL4453742,,CHEMBL4453742,7.16,False,http://www.openphacts.org/units/Nanomolar,3146529,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849950,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(Nc2ccc(Oc3ccc(NC(c4ccc(C)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.98', 'le': '0.15', 'lle': '-4.85', 'sei': '4.60'}",CHEMBL4547928,,CHEMBL4547928,7.16,False,http://www.openphacts.org/units/Nanomolar,3146530,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849951,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,CN(C)c1ccc(C(Nc2ccc(Oc3ccc(NC(c4ccc(N(C)C)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.49', 'le': '0.14', 'lle': '-4.36', 'sei': '4.41'}",CHEMBL4549180,,CHEMBL4549180,7.16,False,http://www.openphacts.org/units/Nanomolar,3146531,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849952,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(NC(c4ccc([N+](=O)[O-])cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3ccc([N+](=O)[O-])cc3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.25', 'le': '0.16', 'lle': '-2.26', 'sei': '3.07'}",CHEMBL4551617,,CHEMBL4551617,7.16,False,http://www.openphacts.org/units/Nanomolar,3146510,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849953,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(NC(c4cccc(Cl)c4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3cccc(Cl)c3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.46', 'le': '0.17', 'lle': '-3.75', 'sei': '4.89'}",CHEMBL4535608,,CHEMBL4535608,7.16,False,http://www.openphacts.org/units/Nanomolar,3146511,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849954,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(NC(c4cccc(Br)c4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3cccc(Br)c3)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.66', 'le': '0.17', 'lle': '-3.96', 'sei': '4.89'}",CHEMBL4459113,,CHEMBL4459113,7.16,False,http://www.openphacts.org/units/Nanomolar,3146512,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849955,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=c1cc(-c2nn(C(Nc3ccc(NC(c4ccc(Cl)cc4Cl)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3ccc(Cl)cc3Cl)c(=S)o2)c2ccccc2o1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.82', 'le': '0.16', 'lle': '-5.05', 'sei': '4.89'}",CHEMBL4438224,,CHEMBL4438224,7.16,False,http://www.openphacts.org/units/Nanomolar,3146513,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
,18849956,[],CHEMBL4305679,Inhibition of alpha-glucosidase (unknown origin) using p-nitro phenyl glucopyranoside as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(Nc2ccc(NC(c3ccc(C)cc3)n3nc(-c4cc(=O)oc5ccccc45)oc3=S)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.89', 'le': '0.17', 'lle': '-3.06', 'sei': '4.89'}",CHEMBL4468873,,CHEMBL4468873,7.16,False,http://www.openphacts.org/units/Nanomolar,3146514,=,1,True,=,,IC50,nM,,70.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,0.76,0.07
